,index,ДАТА ВРЕМЯ,КОЛИЧЕСТВО ЗАКАЗОВ
231,9063.0,2018-05-02 22:30:00,26.0
232,9064.0,2018-05-02 22:40:00,16.0
233,9065.0,2018-05-02 22:50:00,25.0
234,9066.0,2018-05-02 23:00:00,29.0
235,9067.0,2018-05-02 23:10:00,18.0
236,9068.0,2018-05-02 23:20:00,19.0
237,9069.0,2018-05-02 23:30:00,13.0
238,9070.0,2018-05-02 23:40:00,18.0
239,9071.0,2018-05-02 23:50:00,34.0
240,9072.0,2018-05-03 00:00:00,22.0
241,9073.0,2018-05-03 00:10:00,22.0
242,9074.0,2018-05-03 00:20:00,34.0
243,9075.0,2018-05-03 00:30:00,38.0
244,9076.0,2018-05-03 00:40:00,43.0
245,9077.0,2018-05-03 00:50:00,42.0
246,9078.0,2018-05-03 01:00:00,34.0
247,9079.0,2018-05-03 01:10:00,14.0
248,9080.0,2018-05-03 01:20:00,11.0
249,9081.0,2018-05-03 01:30:00,11.0
250,9082.0,2018-05-03 01:40:00,
251,9083.0,2018-05-03 01:50:00,32.0
252,9084.0,2018-05-03 02:00:00,31.0
253,9085.0,2018-05-03 02:10:00,27.0
254,9086.0,2018-05-03 02:20:00,21.0
255,9087.0,2018-05-03 02:30:00,9.0
256,9088.0,2018-05-03 02:40:00,28.0
257,9089.0,2018-05-03 02:50:00,
258,9090.0,2018-05-03 03:00:00,4.0
259,9091.0,2018-05-03 03:10:00,9.0
260,9092.0,2018-05-03 03:20:00,18.0
261,9093.0,2018-05-03 03:30:00,23.0
262,9094.0,2018-05-03 03:40:00,28.0
263,9095.0,2018-05-03 03:50:00,28.0
264,9096.0,2018-05-03 04:00:00,14.0
265,9097.0,2018-05-03 04:10:00,10.0
266,9098.0,2018-05-03 04:20:00,4.0
267,9099.0,2018-05-03 04:30:00,13.0
268,9100.0,2018-05-03 04:40:00,15.0
269,9101.0,2018-05-03 04:50:00,4.0
270,9102.0,2018-05-03 05:00:00,7.0
271,9103.0,2018-05-03 05:10:00,3.0
272,9104.0,2018-05-03 05:20:00,5.0
273,9105.0,2018-05-03 05:30:00,8.0
274,9106.0,2018-05-03 05:40:00,8.0
275,9107.0,2018-05-03 05:50:00,2.0
276,9108.0,2018-05-03 06:00:00,0.0
277,9109.0,2018-05-03 06:10:00,1.0
278,9110.0,2018-05-03 06:20:00,0.0
279,9111.0,2018-05-03 06:30:00,1.0
280,9112.0,2018-05-03 06:40:00,2.0
281,9113.0,2018-05-03 06:50:00,1.0
282,9114.0,2018-05-03 07:00:00,2.0
283,9115.0,2018-05-03 07:10:00,0.0
284,9116.0,2018-05-03 07:20:00,0.0
285,9117.0,2018-05-03 07:30:00,0.0
286,9118.0,2018-05-03 07:40:00,7.0
287,9119.0,2018-05-03 07:50:00,12.0
288,9120.0,2018-05-03 08:00:00,7.0
289,9121.0,2018-05-03 08:10:00,12.0
290,9122.0,2018-05-03 08:20:00,16.0
291,9123.0,2018-05-03 08:30:00,13.0
292,9124.0,2018-05-03 08:40:00,20.0
293,9125.0,2018-05-03 08:50:00,
294,9126.0,2018-05-03 09:00:00,17.0
295,9127.0,2018-05-03 09:10:00,16.0
296,9128.0,2018-05-03 09:20:00,15.0
297,9129.0,2018-05-03 09:30:00,16.0
298,9130.0,2018-05-03 09:40:00,8.0
299,9131.0,2018-05-03 09:50:00,11.0
300,9132.0,2018-05-03 10:00:00,23.0
301,9133.0,2018-05-03 10:10:00,18.0
302,9134.0,2018-05-03 10:20:00,11.0
303,9135.0,2018-05-03 10:30:00,12.0
304,9136.0,2018-05-03 10:40:00,18.0
305,9137.0,2018-05-03 10:50:00,13.0
306,9138.0,2018-05-03 11:00:00,8.0
307,9139.0,2018-05-03 11:10:00,5.0
308,9140.0,2018-05-03 11:20:00,9.0
309,9141.0,2018-05-03 11:30:00,10.0
310,9142.0,2018-05-03 11:40:00,18.0
311,9143.0,2018-05-03 11:50:00,23.0
312,9144.0,2018-05-03 12:00:00,
313,9145.0,2018-05-03 12:10:00,15.0
314,9146.0,2018-05-03 12:20:00,12.0
315,9147.0,2018-05-03 12:30:00,3.0
316,9148.0,2018-05-03 12:40:00,3.0
317,9149.0,2018-05-03 12:50:00,5.0
318,9150.0,2018-05-03 13:00:00,8.0
319,9151.0,2018-05-03 13:10:00,12.0
320,9152.0,2018-05-03 13:20:00,8.0
321,9153.0,2018-05-03 13:30:00,9.0
322,9154.0,2018-05-03 13:40:00,10.0
323,9155.0,2018-05-03 13:50:00,7.0
324,9156.0,2018-05-03 14:00:00,4.0
325,9157.0,2018-05-03 14:10:00,8.0
326,9158.0,2018-05-03 14:20:00,11.0
327,9159.0,2018-05-03 14:30:00,15.0
328,9160.0,2018-05-03 14:40:00,13.0
329,9161.0,2018-05-03 14:50:00,5.0
330,9162.0,2018-05-03 15:00:00,6.0
331,9163.0,2018-05-03 15:10:00,19.0
332,9164.0,2018-05-03 15:20:00,11.0
333,9165.0,2018-05-03 15:30:00,12.0
334,9166.0,2018-05-03 15:40:00,
335,9167.0,2018-05-03 15:50:00,19.0
336,9168.0,2018-05-03 16:00:00,21.0
337,9169.0,2018-05-03 16:10:00,23.0
338,9170.0,2018-05-03 16:20:00,23.0
339,9171.0,2018-05-03 16:30:00,19.0
340,9172.0,2018-05-03 16:40:00,6.0
341,9173.0,2018-05-03 16:50:00,12.0
342,9174.0,2018-05-03 17:00:00,14.0
343,9175.0,2018-05-03 17:10:00,9.0
344,9176.0,2018-05-03 17:20:00,7.0
345,9177.0,2018-05-03 17:30:00,9.0
346,9178.0,2018-05-03 17:40:00,10.0
347,9179.0,2018-05-03 17:50:00,14.0
348,9180.0,2018-05-03 18:00:00,10.0
349,9181.0,2018-05-03 18:10:00,7.0
350,9182.0,2018-05-03 18:20:00,3.0
351,9183.0,2018-05-03 18:30:00,12.0
352,9184.0,2018-05-03 18:40:00,9.0
353,9185.0,2018-05-03 18:50:00,15.0
354,9186.0,2018-05-03 19:00:00,8.0
355,9187.0,2018-05-03 19:10:00,6.0
356,9188.0,2018-05-03 19:20:00,16.0
357,9189.0,2018-05-03 19:30:00,11.0
358,9190.0,2018-05-03 19:40:00,8.0
359,9191.0,2018-05-03 19:50:00,6.0
360,9192.0,2018-05-03 20:00:00,7.0
361,9193.0,2018-05-03 20:10:00,6.0
362,9194.0,2018-05-03 20:20:00,
363,9195.0,2018-05-03 20:30:00,5.0
364,9196.0,2018-05-03 20:40:00,11.0
365,9197.0,2018-05-03 20:50:00,13.0
366,9198.0,2018-05-03 21:00:00,15.0
367,9199.0,2018-05-03 21:10:00,17.0
368,9200.0,2018-05-03 21:20:00,11.0
369,9201.0,2018-05-03 21:30:00,17.0
370,9202.0,2018-05-03 21:40:00,10.0
371,9203.0,2018-05-03 21:50:00,5.0
372,9204.0,2018-05-03 22:00:00,6.0
373,9205.0,2018-05-03 22:10:00,9.0
374,9206.0,2018-05-03 22:20:00,9.0
375,9207.0,2018-05-03 22:30:00,10.0
376,9208.0,2018-05-03 22:40:00,12.0
377,9209.0,2018-05-03 22:50:00,19.0
378,9210.0,2018-05-03 23:00:00,13.0
379,9211.0,2018-05-03 23:10:00,12.0
380,9212.0,2018-05-03 23:20:00,9.0
381,9213.0,2018-05-03 23:30:00,9.0
382,9214.0,2018-05-03 23:40:00,19.0
383,9215.0,2018-05-03 23:50:00,23.0
384,9216.0,2018-05-04 00:00:00,20.0
385,9217.0,2018-05-04 00:10:00,20.0
386,9218.0,2018-05-04 00:20:00,24.0
387,9219.0,2018-05-04 00:30:00,20.0
388,9220.0,2018-05-04 00:40:00,18.0
389,9221.0,2018-05-04 00:50:00,19.0
390,9222.0,2018-05-04 01:00:00,16.0
391,9223.0,2018-05-04 01:10:00,10.0
392,9224.0,2018-05-04 01:20:00,5.0
393,9225.0,2018-05-04 01:30:00,2.0
394,9226.0,2018-05-04 01:40:00,10.0
395,9227.0,2018-05-04 01:50:00,11.0
396,9228.0,2018-05-04 02:00:00,29.0
397,9229.0,2018-05-04 02:10:00,16.0
398,9230.0,2018-05-04 02:20:00,7.0
399,9231.0,2018-05-04 02:30:00,11.0
400,9232.0,2018-05-04 02:40:00,7.0
401,9233.0,2018-05-04 02:50:00,
402,9234.0,2018-05-04 03:00:00,7.0
403,9235.0,2018-05-04 03:10:00,14.0
404,9236.0,2018-05-04 03:20:00,9.0
405,9237.0,2018-05-04 03:30:00,9.0
406,9238.0,2018-05-04 03:40:00,4.0
407,9239.0,2018-05-04 03:50:00,9.0
408,9240.0,2018-05-04 04:00:00,4.0
409,9241.0,2018-05-04 04:10:00,0.0
410,9242.0,2018-05-04 04:20:00,3.0
411,9243.0,2018-05-04 04:30:00,2.0
412,9244.0,2018-05-04 04:40:00,5.0
413,9245.0,2018-05-04 04:50:00,2.0
414,9246.0,2018-05-04 05:00:00,5.0
415,9247.0,2018-05-04 05:10:00,4.0
416,9248.0,2018-05-04 05:20:00,3.0
417,9249.0,2018-05-04 05:30:00,4.0
418,9250.0,2018-05-04 05:40:00,1.0
419,9251.0,2018-05-04 05:50:00,0.0
420,9252.0,2018-05-04 06:00:00,
421,9253.0,2018-05-04 06:10:00,8.0
422,9254.0,2018-05-04 06:20:00,7.0
423,9255.0,2018-05-04 06:30:00,2.0
424,9256.0,2018-05-04 06:40:00,1.0
425,9257.0,2018-05-04 06:50:00,1.0
426,9258.0,2018-05-04 07:00:00,0.0
427,9259.0,2018-05-04 07:10:00,1.0
428,9260.0,2018-05-04 07:20:00,0.0
429,9261.0,2018-05-04 07:30:00,2.0
430,9262.0,2018-05-04 07:40:00,
431,9263.0,2018-05-04 07:50:00,6.0
432,9264.0,2018-05-04 08:00:00,
433,9265.0,2018-05-04 08:10:00,
434,9266.0,2018-05-04 08:20:00,11.0
435,9267.0,2018-05-04 08:30:00,16.0
436,9268.0,2018-05-04 08:40:00,6.0
437,9269.0,2018-05-04 08:50:00,5.0
438,9270.0,2018-05-04 09:00:00,7.0
439,9271.0,2018-05-04 09:10:00,4.0
440,9272.0,2018-05-04 09:20:00,9.0
441,9273.0,2018-05-04 09:30:00,0.0
442,9274.0,2018-05-04 09:40:00,8.0
443,9275.0,2018-05-04 09:50:00,12.0
444,9276.0,2018-05-04 10:00:00,18.0
445,9277.0,2018-05-04 10:10:00,15.0
446,9278.0,2018-05-04 10:20:00,7.0
447,9279.0,2018-05-04 10:30:00,11.0
448,9280.0,2018-05-04 10:40:00,23.0
449,9281.0,2018-05-04 10:50:00,9.0
450,9282.0,2018-05-04 11:00:00,
451,9283.0,2018-05-04 11:10:00,7.0
452,9284.0,2018-05-04 11:20:00,16.0
453,9285.0,2018-05-04 11:30:00,12.0
454,9286.0,2018-05-04 11:40:00,11.0
455,9287.0,2018-05-04 11:50:00,13.0
456,9288.0,2018-05-04 12:00:00,12.0
457,9289.0,2018-05-04 12:10:00,
458,9290.0,2018-05-04 12:20:00,4.0
459,9291.0,2018-05-04 12:30:00,6.0
460,9292.0,2018-05-04 12:40:00,2.0
461,9293.0,2018-05-04 12:50:00,3.0
462,9294.0,2018-05-04 13:00:00,5.0
463,9295.0,2018-05-04 13:10:00,11.0
464,9296.0,2018-05-04 13:20:00,14.0
465,9297.0,2018-05-04 13:30:00,14.0
466,9298.0,2018-05-04 13:40:00,12.0
467,9299.0,2018-05-04 13:50:00,11.0
468,9300.0,2018-05-04 14:00:00,14.0
469,9301.0,2018-05-04 14:10:00,24.0
470,9302.0,2018-05-04 14:20:00,13.0
471,9303.0,2018-05-04 14:30:00,8.0
472,9304.0,2018-05-04 14:40:00,14.0
473,9305.0,2018-05-04 14:50:00,24.0
474,9306.0,2018-05-04 15:00:00,16.0
475,9307.0,2018-05-04 15:10:00,6.0
476,9308.0,2018-05-04 15:20:00,9.0
477,9309.0,2018-05-04 15:30:00,7.0
478,9310.0,2018-05-04 15:40:00,7.0
479,9311.0,2018-05-04 15:50:00,10.0
480,9312.0,2018-05-04 16:00:00,15.0
481,9313.0,2018-05-04 16:10:00,17.0
482,9314.0,2018-05-04 16:20:00,18.0
483,9315.0,2018-05-04 16:30:00,16.0
484,9316.0,2018-05-04 16:40:00,11.0
485,9317.0,2018-05-04 16:50:00,19.0
486,9318.0,2018-05-04 17:00:00,11.0
487,9319.0,2018-05-04 17:10:00,9.0
488,9320.0,2018-05-04 17:20:00,7.0
489,9321.0,2018-05-04 17:30:00,10.0
490,9322.0,2018-05-04 17:40:00,8.0
491,9323.0,2018-05-04 17:50:00,9.0
492,9324.0,2018-05-04 18:00:00,5.0
493,9325.0,2018-05-04 18:10:00,6.0
494,9326.0,2018-05-04 18:20:00,2.0
495,9327.0,2018-05-04 18:30:00,15.0
496,9328.0,2018-05-04 18:40:00,11.0
497,9329.0,2018-05-04 18:50:00,9.0
498,9330.0,2018-05-04 19:00:00,17.0
499,9331.0,2018-05-04 19:10:00,5.0
500,9332.0,2018-05-04 19:20:00,13.0
501,9333.0,2018-05-04 19:30:00,17.0
502,9334.0,2018-05-04 19:40:00,
503,9335.0,2018-05-04 19:50:00,8.0
504,9336.0,2018-05-04 20:00:00,11.0
505,9337.0,2018-05-04 20:10:00,3.0
506,9338.0,2018-05-04 20:20:00,10.0
507,9339.0,2018-05-04 20:30:00,10.0
508,9340.0,2018-05-04 20:40:00,17.0
509,9341.0,2018-05-04 20:50:00,17.0
510,9342.0,2018-05-04 21:00:00,
511,9343.0,2018-05-04 21:10:00,12.0
512,9344.0,2018-05-04 21:20:00,14.0
513,9345.0,2018-05-04 21:30:00,11.0
514,9346.0,2018-05-04 21:40:00,14.0
515,9347.0,2018-05-04 21:50:00,10.0
516,9348.0,2018-05-04 22:00:00,15.0
517,9349.0,2018-05-04 22:10:00,12.0
518,9350.0,2018-05-04 22:20:00,14.0
519,9351.0,2018-05-04 22:30:00,12.0
520,9352.0,2018-05-04 22:40:00,13.0
521,9353.0,2018-05-04 22:50:00,16.0
522,9354.0,2018-05-04 23:00:00,17.0
523,9355.0,2018-05-04 23:10:00,10.0
524,9356.0,2018-05-04 23:20:00,12.0
525,9357.0,2018-05-04 23:30:00,18.0
526,9358.0,2018-05-04 23:40:00,21.0
527,9359.0,2018-05-04 23:50:00,12.0
528,9360.0,2018-05-05 00:00:00,12.0
529,9361.0,2018-05-05 00:10:00,15.0
530,9362.0,2018-05-05 00:20:00,12.0
531,9363.0,2018-05-05 00:30:00,15.0
532,9364.0,2018-05-05 00:40:00,16.0
533,9365.0,2018-05-05 00:50:00,34.0
534,9366.0,2018-05-05 01:00:00,20.0
535,9367.0,2018-05-05 01:10:00,13.0
536,9368.0,2018-05-05 01:20:00,6.0
537,9369.0,2018-05-05 01:30:00,5.0
538,9370.0,2018-05-05 01:40:00,13.0
539,9371.0,2018-05-05 01:50:00,19.0
540,9372.0,2018-05-05 02:00:00,28.0
541,9373.0,2018-05-05 02:10:00,18.0
542,9374.0,2018-05-05 02:20:00,13.0
543,9375.0,2018-05-05 02:30:00,10.0
544,9376.0,2018-05-05 02:40:00,4.0
545,9377.0,2018-05-05 02:50:00,2.0
546,9378.0,2018-05-05 03:00:00,7.0
547,9379.0,2018-05-05 03:10:00,14.0
548,9380.0,2018-05-05 03:20:00,17.0
549,9381.0,2018-05-05 03:30:00,27.0
550,9382.0,2018-05-05 03:40:00,23.0
551,9383.0,2018-05-05 03:50:00,11.0
552,9384.0,2018-05-05 04:00:00,14.0
553,9385.0,2018-05-05 04:10:00,6.0
554,9386.0,2018-05-05 04:20:00,2.0
555,9387.0,2018-05-05 04:30:00,3.0
556,9388.0,2018-05-05 04:40:00,4.0
557,9389.0,2018-05-05 04:50:00,1.0
558,9390.0,2018-05-05 05:00:00,8.0
559,9391.0,2018-05-05 05:10:00,4.0
560,9392.0,2018-05-05 05:20:00,1.0
561,9393.0,2018-05-05 05:30:00,3.0
562,9394.0,2018-05-05 05:40:00,0.0
563,9395.0,2018-05-05 05:50:00,2.0
564,9396.0,2018-05-05 06:00:00,5.0
565,9397.0,2018-05-05 06:10:00,4.0
566,9398.0,2018-05-05 06:20:00,8.0
567,9399.0,2018-05-05 06:30:00,1.0
568,9400.0,2018-05-05 06:40:00,1.0
569,9401.0,2018-05-05 06:50:00,0.0
570,9402.0,2018-05-05 07:00:00,0.0
571,9403.0,2018-05-05 07:10:00,0.0
572,9404.0,2018-05-05 07:20:00,1.0
573,9405.0,2018-05-05 07:30:00,4.0
574,9406.0,2018-05-05 07:40:00,7.0
575,9407.0,2018-05-05 07:50:00,9.0
576,9408.0,2018-05-05 08:00:00,5.0
577,9409.0,2018-05-05 08:10:00,6.0
578,9410.0,2018-05-05 08:20:00,13.0
579,9411.0,2018-05-05 08:30:00,8.0
580,9412.0,2018-05-05 08:40:00,10.0
