,index,ДАТА ВРЕМЯ,КОЛИЧЕСТВО ЗАКАЗОВ
1778,19442.0,2018-07-14 00:20:00,41.0
1779,19443.0,2018-07-14 00:30:00,33.0
1780,19444.0,2018-07-14 00:40:00,27.0
1781,19445.0,2018-07-14 00:50:00,24.0
1782,19446.0,2018-07-14 01:00:00,
1783,19447.0,2018-07-14 01:10:00,28.0
1784,19448.0,2018-07-14 01:20:00,17.0
1785,19449.0,2018-07-14 01:30:00,28.0
1786,19450.0,2018-07-14 01:40:00,23.0
1787,19451.0,2018-07-14 01:50:00,21.0
1788,19452.0,2018-07-14 02:00:00,18.0
1789,19453.0,2018-07-14 02:10:00,27.0
1790,19454.0,2018-07-14 02:20:00,18.0
1791,19455.0,2018-07-14 02:30:00,23.0
1792,19456.0,2018-07-14 02:40:00,49.0
1793,19457.0,2018-07-14 02:50:00,45.0
1794,19458.0,2018-07-14 03:00:00,36.0
1795,19459.0,2018-07-14 03:10:00,29.0
1796,19460.0,2018-07-14 03:20:00,20.0
1797,19461.0,2018-07-14 03:30:00,23.0
1798,19462.0,2018-07-14 03:40:00,10.0
1799,19463.0,2018-07-14 03:50:00,23.0
1800,19464.0,2018-07-14 04:00:00,11.0
1801,19465.0,2018-07-14 04:10:00,19.0
1802,19466.0,2018-07-14 04:20:00,20.0
1803,19467.0,2018-07-14 04:30:00,24.0
1804,19468.0,2018-07-14 04:40:00,28.0
1805,19469.0,2018-07-14 04:50:00,22.0
1806,19470.0,2018-07-14 05:00:00,16.0
1807,19471.0,2018-07-14 05:10:00,11.0
1808,19472.0,2018-07-14 05:20:00,3.0
1809,19473.0,2018-07-14 05:30:00,5.0
1810,19474.0,2018-07-14 05:40:00,
1811,19475.0,2018-07-14 05:50:00,15.0
1812,19476.0,2018-07-14 06:00:00,9.0
1813,19477.0,2018-07-14 06:10:00,
1814,19478.0,2018-07-14 06:20:00,5.0
1815,19479.0,2018-07-14 06:30:00,7.0
1816,19480.0,2018-07-14 06:40:00,5.0
1817,19481.0,2018-07-14 06:50:00,5.0
1818,19482.0,2018-07-14 07:00:00,6.0
1819,19483.0,2018-07-14 07:10:00,0.0
1820,19484.0,2018-07-14 07:20:00,4.0
1821,19485.0,2018-07-14 07:30:00,4.0
1822,19486.0,2018-07-14 07:40:00,12.0
1823,19487.0,2018-07-14 07:50:00,14.0
1824,19488.0,2018-07-14 08:00:00,14.0
1825,19489.0,2018-07-14 08:10:00,16.0
1826,19490.0,2018-07-14 08:20:00,
1827,19491.0,2018-07-14 08:30:00,10.0
1828,19492.0,2018-07-14 08:40:00,9.0
1829,19493.0,2018-07-14 08:50:00,10.0
1830,19494.0,2018-07-14 09:00:00,18.0
1831,19495.0,2018-07-14 09:10:00,38.0
1832,19496.0,2018-07-14 09:20:00,22.0
1833,19497.0,2018-07-14 09:30:00,16.0
1834,19498.0,2018-07-14 09:40:00,17.0
1835,19499.0,2018-07-14 09:50:00,28.0
1836,19500.0,2018-07-14 10:00:00,17.0
1837,19501.0,2018-07-14 10:10:00,25.0
1838,19502.0,2018-07-14 10:20:00,18.0
1839,19503.0,2018-07-14 10:30:00,15.0
1840,19504.0,2018-07-14 10:40:00,17.0
1841,19505.0,2018-07-14 10:50:00,10.0
1842,19506.0,2018-07-14 11:00:00,13.0
1843,19507.0,2018-07-14 11:10:00,13.0
1844,19508.0,2018-07-14 11:20:00,7.0
1845,19509.0,2018-07-14 11:30:00,18.0
1846,19510.0,2018-07-14 11:40:00,
1847,19511.0,2018-07-14 11:50:00,30.0
1848,19512.0,2018-07-14 12:00:00,19.0
1849,19513.0,2018-07-14 12:10:00,14.0
1850,19514.0,2018-07-14 12:20:00,18.0
1851,19515.0,2018-07-14 12:30:00,9.0
1852,19516.0,2018-07-14 12:40:00,5.0
1853,19517.0,2018-07-14 12:50:00,
1854,19518.0,2018-07-14 13:00:00,11.0
1855,19519.0,2018-07-14 13:10:00,7.0
1856,19520.0,2018-07-14 13:20:00,10.0
1857,19521.0,2018-07-14 13:30:00,15.0
1858,19522.0,2018-07-14 13:40:00,7.0
1859,19523.0,2018-07-14 13:50:00,14.0
1860,19524.0,2018-07-14 14:00:00,6.0
1861,19525.0,2018-07-14 14:10:00,14.0
1862,19526.0,2018-07-14 14:20:00,16.0
1863,19527.0,2018-07-14 14:30:00,13.0
1864,19528.0,2018-07-14 14:40:00,20.0
1865,19529.0,2018-07-14 14:50:00,17.0
1866,19530.0,2018-07-14 15:00:00,
1867,19531.0,2018-07-14 15:10:00,17.0
1868,19532.0,2018-07-14 15:20:00,23.0
1869,19533.0,2018-07-14 15:30:00,20.0
1870,19534.0,2018-07-14 15:40:00,16.0
1871,19535.0,2018-07-14 15:50:00,18.0
1872,19536.0,2018-07-14 16:00:00,13.0
1873,19537.0,2018-07-14 16:10:00,22.0
1874,19538.0,2018-07-14 16:20:00,34.0
1875,19539.0,2018-07-14 16:30:00,41.0
1876,19540.0,2018-07-14 16:40:00,35.0
1877,19541.0,2018-07-14 16:50:00,23.0
1878,19542.0,2018-07-14 17:00:00,19.0
1879,19543.0,2018-07-14 17:10:00,13.0
1880,19544.0,2018-07-14 17:20:00,28.0
1881,19545.0,2018-07-14 17:30:00,15.0
1882,19546.0,2018-07-14 17:40:00,18.0
1883,19547.0,2018-07-14 17:50:00,17.0
1884,19548.0,2018-07-14 18:00:00,8.0
1885,19549.0,2018-07-14 18:10:00,
1886,19550.0,2018-07-14 18:20:00,6.0
1887,19551.0,2018-07-14 18:30:00,13.0
1888,19552.0,2018-07-14 18:40:00,21.0
1889,19553.0,2018-07-14 18:50:00,8.0
1890,19554.0,2018-07-14 19:00:00,12.0
1891,19555.0,2018-07-14 19:10:00,8.0
1892,19556.0,2018-07-14 19:20:00,13.0
1893,19557.0,2018-07-14 19:30:00,13.0
1894,19558.0,2018-07-14 19:40:00,11.0
1895,19559.0,2018-07-14 19:50:00,17.0
1896,19560.0,2018-07-14 20:00:00,9.0
1897,19561.0,2018-07-14 20:10:00,9.0
1898,19562.0,2018-07-14 20:20:00,12.0
1899,19563.0,2018-07-14 20:30:00,14.0
1900,19564.0,2018-07-14 20:40:00,14.0
1901,19565.0,2018-07-14 20:50:00,
1902,19566.0,2018-07-14 21:00:00,12.0
1903,19567.0,2018-07-14 21:10:00,16.0
1904,19568.0,2018-07-14 21:20:00,12.0
1905,19569.0,2018-07-14 21:30:00,24.0
1906,19570.0,2018-07-14 21:40:00,21.0
1907,19571.0,2018-07-14 21:50:00,19.0
1908,19572.0,2018-07-14 22:00:00,13.0
1909,19573.0,2018-07-14 22:10:00,11.0
1910,19574.0,2018-07-14 22:20:00,19.0
1911,19575.0,2018-07-14 22:30:00,38.0
1912,19576.0,2018-07-14 22:40:00,17.0
1913,19577.0,2018-07-14 22:50:00,21.0
1914,19578.0,2018-07-14 23:00:00,9.0
1915,19579.0,2018-07-14 23:10:00,13.0
1916,19580.0,2018-07-14 23:20:00,8.0
1917,19581.0,2018-07-14 23:30:00,12.0
1918,19582.0,2018-07-14 23:40:00,25.0
1919,19583.0,2018-07-14 23:50:00,28.0
1920,19584.0,2018-07-15 00:00:00,24.0
1921,19585.0,2018-07-15 00:10:00,23.0
1922,19586.0,2018-07-15 00:20:00,30.0
1923,19587.0,2018-07-15 00:30:00,24.0
1924,19588.0,2018-07-15 00:40:00,30.0
1925,19589.0,2018-07-15 00:50:00,31.0
1926,19590.0,2018-07-15 01:00:00,24.0
1927,19591.0,2018-07-15 01:10:00,17.0
1928,19592.0,2018-07-15 01:20:00,17.0
1929,19593.0,2018-07-15 01:30:00,9.0
1930,19594.0,2018-07-15 01:40:00,4.0
1931,19595.0,2018-07-15 01:50:00,5.0
1932,19596.0,2018-07-15 02:00:00,15.0
1933,19597.0,2018-07-15 02:10:00,21.0
1934,19598.0,2018-07-15 02:20:00,21.0
1935,19599.0,2018-07-15 02:30:00,31.0
1936,19600.0,2018-07-15 02:40:00,
1937,19601.0,2018-07-15 02:50:00,13.0
1938,19602.0,2018-07-15 03:00:00,6.0
1939,19603.0,2018-07-15 03:10:00,7.0
1940,19604.0,2018-07-15 03:20:00,10.0
1941,19605.0,2018-07-15 03:30:00,12.0
1942,19606.0,2018-07-15 03:40:00,16.0
1943,19607.0,2018-07-15 03:50:00,30.0
1944,19608.0,2018-07-15 04:00:00,30.0
1945,19609.0,2018-07-15 04:10:00,30.0
1946,19610.0,2018-07-15 04:20:00,9.0
1947,19611.0,2018-07-15 04:30:00,8.0
1948,19612.0,2018-07-15 04:40:00,11.0
1949,19613.0,2018-07-15 04:50:00,8.0
1950,19614.0,2018-07-15 05:00:00,8.0
1951,19615.0,2018-07-15 05:10:00,19.0
1952,19616.0,2018-07-15 05:20:00,19.0
1953,19617.0,2018-07-15 05:30:00,12.0
1954,19618.0,2018-07-15 05:40:00,11.0
1955,19619.0,2018-07-15 05:50:00,5.0
1956,19620.0,2018-07-15 06:00:00,9.0
1957,19621.0,2018-07-15 06:10:00,8.0
1958,19622.0,2018-07-15 06:20:00,9.0
1959,19623.0,2018-07-15 06:30:00,12.0
1960,19624.0,2018-07-15 06:40:00,5.0
1961,19625.0,2018-07-15 06:50:00,5.0
1962,19626.0,2018-07-15 07:00:00,6.0
1963,19627.0,2018-07-15 07:10:00,6.0
1964,19628.0,2018-07-15 07:20:00,4.0
1965,19629.0,2018-07-15 07:30:00,4.0
1966,19630.0,2018-07-15 07:40:00,7.0
1967,19631.0,2018-07-15 07:50:00,9.0
1968,19632.0,2018-07-15 08:00:00,7.0
1969,19633.0,2018-07-15 08:10:00,13.0
1970,19634.0,2018-07-15 08:20:00,11.0
1971,19635.0,2018-07-15 08:30:00,14.0
1972,19636.0,2018-07-15 08:40:00,10.0
1973,19637.0,2018-07-15 08:50:00,18.0
1974,19638.0,2018-07-15 09:00:00,16.0
1975,19639.0,2018-07-15 09:10:00,12.0
1976,19640.0,2018-07-15 09:20:00,14.0
1977,19641.0,2018-07-15 09:30:00,10.0
1978,19642.0,2018-07-15 09:40:00,17.0
1979,19643.0,2018-07-15 09:50:00,23.0
1980,19644.0,2018-07-15 10:00:00,16.0
1981,19645.0,2018-07-15 10:10:00,8.0
1982,19646.0,2018-07-15 10:20:00,12.0
1983,19647.0,2018-07-15 10:30:00,11.0
1984,19648.0,2018-07-15 10:40:00,8.0
1985,19649.0,2018-07-15 10:50:00,6.0
1986,19650.0,2018-07-15 11:00:00,7.0
1987,19651.0,2018-07-15 11:10:00,10.0
1988,19652.0,2018-07-15 11:20:00,5.0
1989,19653.0,2018-07-15 11:30:00,10.0
1990,19654.0,2018-07-15 11:40:00,17.0
1991,19655.0,2018-07-15 11:50:00,13.0
1992,19656.0,2018-07-15 12:00:00,25.0
1993,19657.0,2018-07-15 12:10:00,20.0
1994,19658.0,2018-07-15 12:20:00,20.0
1995,19659.0,2018-07-15 12:30:00,16.0
1996,19660.0,2018-07-15 12:40:00,16.0
1997,19661.0,2018-07-15 12:50:00,11.0
1998,19662.0,2018-07-15 13:00:00,15.0
1999,19663.0,2018-07-15 13:10:00,5.0
2000,19664.0,2018-07-15 13:20:00,10.0
2001,19665.0,2018-07-15 13:30:00,9.0
2002,19666.0,2018-07-15 13:40:00,16.0
2003,19667.0,2018-07-15 13:50:00,18.0
2004,19668.0,2018-07-15 14:00:00,23.0
2005,19669.0,2018-07-15 14:10:00,17.0
2006,19670.0,2018-07-15 14:20:00,26.0
2007,19671.0,2018-07-15 14:30:00,24.0
2008,19672.0,2018-07-15 14:40:00,12.0
2009,19673.0,2018-07-15 14:50:00,14.0
2010,19674.0,2018-07-15 15:00:00,14.0
2011,19675.0,2018-07-15 15:10:00,19.0
2012,19676.0,2018-07-15 15:20:00,18.0
2013,19677.0,2018-07-15 15:30:00,22.0
2014,19678.0,2018-07-15 15:40:00,17.0
2015,19679.0,2018-07-15 15:50:00,16.0
2016,19680.0,2018-07-15 16:00:00,24.0
2017,19681.0,2018-07-15 16:10:00,22.0
2018,19682.0,2018-07-15 16:20:00,34.0
2019,19683.0,2018-07-15 16:30:00,20.0
2020,19684.0,2018-07-15 16:40:00,22.0
2021,19685.0,2018-07-15 16:50:00,23.0
2022,19686.0,2018-07-15 17:00:00,20.0
2023,19687.0,2018-07-15 17:10:00,18.0
2024,19688.0,2018-07-15 17:20:00,32.0
2025,19689.0,2018-07-15 17:30:00,23.0
2026,19690.0,2018-07-15 17:40:00,24.0
2027,19691.0,2018-07-15 17:50:00,16.0
2028,19692.0,2018-07-15 18:00:00,20.0
2029,19693.0,2018-07-15 18:10:00,11.0
2030,19694.0,2018-07-15 18:20:00,9.0
2031,19695.0,2018-07-15 18:30:00,20.0
2032,19696.0,2018-07-15 18:40:00,8.0
2033,19697.0,2018-07-15 18:50:00,
2034,19698.0,2018-07-15 19:00:00,9.0
2035,19699.0,2018-07-15 19:10:00,12.0
2036,19700.0,2018-07-15 19:20:00,23.0
2037,19701.0,2018-07-15 19:30:00,16.0
2038,19702.0,2018-07-15 19:40:00,17.0
2039,19703.0,2018-07-15 19:50:00,10.0
2040,19704.0,2018-07-15 20:00:00,25.0
2041,19705.0,2018-07-15 20:10:00,16.0
2042,19706.0,2018-07-15 20:20:00,12.0
2043,19707.0,2018-07-15 20:30:00,15.0
2044,19708.0,2018-07-15 20:40:00,13.0
2045,19709.0,2018-07-15 20:50:00,19.0
2046,19710.0,2018-07-15 21:00:00,18.0
2047,19711.0,2018-07-15 21:10:00,15.0
2048,19712.0,2018-07-15 21:20:00,17.0
2049,19713.0,2018-07-15 21:30:00,12.0
2050,19714.0,2018-07-15 21:40:00,12.0
2051,19715.0,2018-07-15 21:50:00,11.0
2052,19716.0,2018-07-15 22:00:00,14.0
2053,19717.0,2018-07-15 22:10:00,19.0
2054,19718.0,2018-07-15 22:20:00,21.0
2055,19719.0,2018-07-15 22:30:00,14.0
2056,19720.0,2018-07-15 22:40:00,16.0
2057,19721.0,2018-07-15 22:50:00,14.0
2058,19722.0,2018-07-15 23:00:00,13.0
2059,19723.0,2018-07-15 23:10:00,10.0
2060,19724.0,2018-07-15 23:20:00,12.0
2061,19725.0,2018-07-15 23:30:00,
2062,19726.0,2018-07-15 23:40:00,25.0
2063,19727.0,2018-07-15 23:50:00,33.0
2064,19728.0,2018-07-16 00:00:00,52.0
2065,19729.0,2018-07-16 00:10:00,27.0
2066,19730.0,2018-07-16 00:20:00,40.0
2067,19731.0,2018-07-16 00:30:00,38.0
2068,19732.0,2018-07-16 00:40:00,44.0
2069,19733.0,2018-07-16 00:50:00,23.0
2070,19734.0,2018-07-16 01:00:00,
2071,19735.0,2018-07-16 01:10:00,32.0
2072,19736.0,2018-07-16 01:20:00,23.0
2073,19737.0,2018-07-16 01:30:00,10.0
2074,19738.0,2018-07-16 01:40:00,9.0
2075,19739.0,2018-07-16 01:50:00,12.0
2076,19740.0,2018-07-16 02:00:00,15.0
2077,19741.0,2018-07-16 02:10:00,17.0
2078,19742.0,2018-07-16 02:20:00,19.0
2079,19743.0,2018-07-16 02:30:00,30.0
2080,19744.0,2018-07-16 02:40:00,28.0
2081,19745.0,2018-07-16 02:50:00,17.0
2082,19746.0,2018-07-16 03:00:00,15.0
2083,19747.0,2018-07-16 03:10:00,
2084,19748.0,2018-07-16 03:20:00,28.0
2085,19749.0,2018-07-16 03:30:00,16.0
2086,19750.0,2018-07-16 03:40:00,21.0
2087,19751.0,2018-07-16 03:50:00,21.0
2088,19752.0,2018-07-16 04:00:00,22.0
2089,19753.0,2018-07-16 04:10:00,11.0
2090,19754.0,2018-07-16 04:20:00,12.0
2091,19755.0,2018-07-16 04:30:00,34.0
2092,19756.0,2018-07-16 04:40:00,64.0
2093,19757.0,2018-07-16 04:50:00,44.0
2094,19758.0,2018-07-16 05:00:00,32.0
2095,19759.0,2018-07-16 05:10:00,21.0
2096,19760.0,2018-07-16 05:20:00,4.0
2097,19761.0,2018-07-16 05:30:00,5.0
2098,19762.0,2018-07-16 05:40:00,1.0
2099,19763.0,2018-07-16 05:50:00,1.0
2100,19764.0,2018-07-16 06:00:00,3.0
2101,19765.0,2018-07-16 06:10:00,2.0
2102,19766.0,2018-07-16 06:20:00,1.0
2103,19767.0,2018-07-16 06:30:00,1.0
2104,19768.0,2018-07-16 06:40:00,1.0
2105,19769.0,2018-07-16 06:50:00,7.0
2106,19770.0,2018-07-16 07:00:00,7.0
2107,19771.0,2018-07-16 07:10:00,11.0
2108,19772.0,2018-07-16 07:20:00,9.0
2109,19773.0,2018-07-16 07:30:00,21.0
2110,19774.0,2018-07-16 07:40:00,16.0
2111,19775.0,2018-07-16 07:50:00,18.0
2112,19776.0,2018-07-16 08:00:00,
2113,19777.0,2018-07-16 08:10:00,8.0
2114,19778.0,2018-07-16 08:20:00,15.0
2115,19779.0,2018-07-16 08:30:00,14.0
2116,19780.0,2018-07-16 08:40:00,13.0
2117,19781.0,2018-07-16 08:50:00,17.0
2118,19782.0,2018-07-16 09:00:00,37.0
2119,19783.0,2018-07-16 09:10:00,32.0
2120,19784.0,2018-07-16 09:20:00,14.0
2121,19785.0,2018-07-16 09:30:00,
2122,19786.0,2018-07-16 09:40:00,18.0
2123,19787.0,2018-07-16 09:50:00,24.0
2124,19788.0,2018-07-16 10:00:00,28.0
2125,19789.0,2018-07-16 10:10:00,13.0
2126,19790.0,2018-07-16 10:20:00,14.0
2127,19791.0,2018-07-16 10:30:00,18.0
2128,19792.0,2018-07-16 10:40:00,
2129,19793.0,2018-07-16 10:50:00,24.0
2130,19794.0,2018-07-16 11:00:00,16.0
2131,19795.0,2018-07-16 11:10:00,14.0
2132,19796.0,2018-07-16 11:20:00,26.0
2133,19797.0,2018-07-16 11:30:00,27.0
2134,19798.0,2018-07-16 11:40:00,18.0
2135,19799.0,2018-07-16 11:50:00,21.0
2136,19800.0,2018-07-16 12:00:00,16.0
2137,19801.0,2018-07-16 12:10:00,16.0
2138,19802.0,2018-07-16 12:20:00,11.0
2139,19803.0,2018-07-16 12:30:00,9.0
2140,19804.0,2018-07-16 12:40:00,12.0
2141,19805.0,2018-07-16 12:50:00,15.0
2142,19806.0,2018-07-16 13:00:00,15.0
2143,19807.0,2018-07-16 13:10:00,20.0
2144,19808.0,2018-07-16 13:20:00,18.0
2145,19809.0,2018-07-16 13:30:00,17.0
2146,19810.0,2018-07-16 13:40:00,8.0
2147,19811.0,2018-07-16 13:50:00,12.0
2148,19812.0,2018-07-16 14:00:00,14.0
2149,19813.0,2018-07-16 14:10:00,12.0
2150,19814.0,2018-07-16 14:20:00,14.0
2151,19815.0,2018-07-16 14:30:00,7.0
2152,19816.0,2018-07-16 14:40:00,8.0
2153,19817.0,2018-07-16 14:50:00,9.0
2154,19818.0,2018-07-16 15:00:00,7.0
2155,19819.0,2018-07-16 15:10:00,23.0
2156,19820.0,2018-07-16 15:20:00,20.0
2157,19821.0,2018-07-16 15:30:00,13.0
2158,19822.0,2018-07-16 15:40:00,
2159,19823.0,2018-07-16 15:50:00,17.0
2160,19824.0,2018-07-16 16:00:00,32.0
2161,19825.0,2018-07-16 16:10:00,14.0
2162,19826.0,2018-07-16 16:20:00,20.0
2163,19827.0,2018-07-16 16:30:00,18.0
2164,19828.0,2018-07-16 16:40:00,21.0
2165,19829.0,2018-07-16 16:50:00,19.0
2166,19830.0,2018-07-16 17:00:00,27.0
2167,19831.0,2018-07-16 17:10:00,15.0
2168,19832.0,2018-07-16 17:20:00,24.0
2169,19833.0,2018-07-16 17:30:00,22.0
2170,19834.0,2018-07-16 17:40:00,19.0
2171,19835.0,2018-07-16 17:50:00,16.0
2172,19836.0,2018-07-16 18:00:00,22.0
2173,19837.0,2018-07-16 18:10:00,14.0
2174,19838.0,2018-07-16 18:20:00,3.0
2175,19839.0,2018-07-16 18:30:00,3.0
2176,19840.0,2018-07-16 18:40:00,4.0
2177,19841.0,2018-07-16 18:50:00,13.0
2178,19842.0,2018-07-16 19:00:00,11.0
2179,19843.0,2018-07-16 19:10:00,10.0
2180,19844.0,2018-07-16 19:20:00,14.0
2181,19845.0,2018-07-16 19:30:00,17.0
2182,19846.0,2018-07-16 19:40:00,24.0
2183,19847.0,2018-07-16 19:50:00,18.0
2184,19848.0,2018-07-16 20:00:00,12.0
2185,19849.0,2018-07-16 20:10:00,6.0
2186,19850.0,2018-07-16 20:20:00,8.0
2187,19851.0,2018-07-16 20:30:00,13.0
2188,19852.0,2018-07-16 20:40:00,6.0
2189,19853.0,2018-07-16 20:50:00,16.0
2190,19854.0,2018-07-16 21:00:00,16.0
2191,19855.0,2018-07-16 21:10:00,21.0
2192,19856.0,2018-07-16 21:20:00,11.0
2193,19857.0,2018-07-16 21:30:00,20.0
2194,19858.0,2018-07-16 21:40:00,25.0
2195,19859.0,2018-07-16 21:50:00,18.0
2196,19860.0,2018-07-16 22:00:00,12.0
2197,19861.0,2018-07-16 22:10:00,11.0
2198,19862.0,2018-07-16 22:20:00,13.0
2199,19863.0,2018-07-16 22:30:00,6.0
2200,19864.0,2018-07-16 22:40:00,12.0
2201,19865.0,2018-07-16 22:50:00,31.0
2202,19866.0,2018-07-16 23:00:00,27.0
2203,19867.0,2018-07-16 23:10:00,15.0
2204,19868.0,2018-07-16 23:20:00,16.0
2205,19869.0,2018-07-16 23:30:00,13.0
2206,19870.0,2018-07-16 23:40:00,15.0
2207,19871.0,2018-07-16 23:50:00,16.0
2208,19872.0,2018-07-17 00:00:00,16.0
2209,19873.0,2018-07-17 00:10:00,22.0
2210,19874.0,2018-07-17 00:20:00,18.0
2211,19875.0,2018-07-17 00:30:00,13.0
2212,19876.0,2018-07-17 00:40:00,27.0
2213,19877.0,2018-07-17 00:50:00,35.0
2214,19878.0,2018-07-17 01:00:00,29.0
2215,19879.0,2018-07-17 01:10:00,33.0
2216,19880.0,2018-07-17 01:20:00,16.0
2217,19881.0,2018-07-17 01:30:00,
2218,19882.0,2018-07-17 01:40:00,11.0
2219,19883.0,2018-07-17 01:50:00,17.0
2220,19884.0,2018-07-17 02:00:00,22.0
2221,19885.0,2018-07-17 02:10:00,37.0
2222,19886.0,2018-07-17 02:20:00,20.0
2223,19887.0,2018-07-17 02:30:00,12.0
2224,19888.0,2018-07-17 02:40:00,2.0
2225,19889.0,2018-07-17 02:50:00,9.0
2226,19890.0,2018-07-17 03:00:00,14.0
2227,19891.0,2018-07-17 03:10:00,10.0
2228,19892.0,2018-07-17 03:20:00,17.0
2229,19893.0,2018-07-17 03:30:00,18.0
2230,19894.0,2018-07-17 03:40:00,27.0
2231,19895.0,2018-07-17 03:50:00,13.0
2232,19896.0,2018-07-17 04:00:00,21.0
2233,19897.0,2018-07-17 04:10:00,12.0
2234,19898.0,2018-07-17 04:20:00,11.0
2235,19899.0,2018-07-17 04:30:00,19.0
2236,19900.0,2018-07-17 04:40:00,14.0
2237,19901.0,2018-07-17 04:50:00,27.0
2238,19902.0,2018-07-17 05:00:00,29.0
2239,19903.0,2018-07-17 05:10:00,19.0
2240,19904.0,2018-07-17 05:20:00,11.0
2241,19905.0,2018-07-17 05:30:00,11.0
2242,19906.0,2018-07-17 05:40:00,9.0
2243,19907.0,2018-07-17 05:50:00,5.0
2244,19908.0,2018-07-17 06:00:00,3.0
2245,19909.0,2018-07-17 06:10:00,0.0
2246,19910.0,2018-07-17 06:20:00,0.0
2247,19911.0,2018-07-17 06:30:00,1.0
2248,19912.0,2018-07-17 06:40:00,1.0
2249,19913.0,2018-07-17 06:50:00,6.0
2250,19914.0,2018-07-17 07:00:00,14.0
2251,19915.0,2018-07-17 07:10:00,9.0
2252,19916.0,2018-07-17 07:20:00,8.0
2253,19917.0,2018-07-17 07:30:00,11.0
2254,19918.0,2018-07-17 07:40:00,10.0
2255,19919.0,2018-07-17 07:50:00,14.0
2256,19920.0,2018-07-17 08:00:00,15.0
2257,19921.0,2018-07-17 08:10:00,11.0
2258,19922.0,2018-07-17 08:20:00,16.0
2259,19923.0,2018-07-17 08:30:00,11.0
2260,19924.0,2018-07-17 08:40:00,10.0
2261,19925.0,2018-07-17 08:50:00,15.0
2262,19926.0,2018-07-17 09:00:00,16.0
2263,19927.0,2018-07-17 09:10:00,27.0
2264,19928.0,2018-07-17 09:20:00,20.0
2265,19929.0,2018-07-17 09:30:00,9.0
2266,19930.0,2018-07-17 09:40:00,10.0
2267,19931.0,2018-07-17 09:50:00,26.0
2268,19932.0,2018-07-17 10:00:00,11.0
2269,19933.0,2018-07-17 10:10:00,10.0
2270,19934.0,2018-07-17 10:20:00,18.0
2271,19935.0,2018-07-17 10:30:00,19.0
2272,19936.0,2018-07-17 10:40:00,13.0
2273,19937.0,2018-07-17 10:50:00,8.0
2274,19938.0,2018-07-17 11:00:00,26.0
2275,19939.0,2018-07-17 11:10:00,20.0
2276,19940.0,2018-07-17 11:20:00,18.0
2277,19941.0,2018-07-17 11:30:00,14.0
2278,19942.0,2018-07-17 11:40:00,19.0
2279,19943.0,2018-07-17 11:50:00,
2280,19944.0,2018-07-17 12:00:00,18.0
2281,19945.0,2018-07-17 12:10:00,13.0
2282,19946.0,2018-07-17 12:20:00,9.0
2283,19947.0,2018-07-17 12:30:00,6.0
2284,19948.0,2018-07-17 12:40:00,11.0
2285,19949.0,2018-07-17 12:50:00,9.0
2286,19950.0,2018-07-17 13:00:00,5.0
2287,19951.0,2018-07-17 13:10:00,
2288,19952.0,2018-07-17 13:20:00,13.0
2289,19953.0,2018-07-17 13:30:00,7.0
2290,19954.0,2018-07-17 13:40:00,5.0
2291,19955.0,2018-07-17 13:50:00,9.0
2292,19956.0,2018-07-17 14:00:00,10.0
2293,19957.0,2018-07-17 14:10:00,21.0
2294,19958.0,2018-07-17 14:20:00,13.0
2295,19959.0,2018-07-17 14:30:00,10.0
2296,19960.0,2018-07-17 14:40:00,7.0
2297,19961.0,2018-07-17 14:50:00,13.0
2298,19962.0,2018-07-17 15:00:00,16.0
2299,19963.0,2018-07-17 15:10:00,14.0
2300,19964.0,2018-07-17 15:20:00,11.0
2301,19965.0,2018-07-17 15:30:00,19.0
2302,19966.0,2018-07-17 15:40:00,14.0
2303,19967.0,2018-07-17 15:50:00,23.0
2304,19968.0,2018-07-17 16:00:00,10.0
2305,19969.0,2018-07-17 16:10:00,2.0
2306,19970.0,2018-07-17 16:20:00,15.0
2307,19971.0,2018-07-17 16:30:00,9.0
2308,19972.0,2018-07-17 16:40:00,8.0
2309,19973.0,2018-07-17 16:50:00,13.0
2310,19974.0,2018-07-17 17:00:00,18.0
2311,19975.0,2018-07-17 17:10:00,19.0
2312,19976.0,2018-07-17 17:20:00,22.0
2313,19977.0,2018-07-17 17:30:00,17.0
2314,19978.0,2018-07-17 17:40:00,22.0
2315,19979.0,2018-07-17 17:50:00,22.0
2316,19980.0,2018-07-17 18:00:00,15.0
2317,19981.0,2018-07-17 18:10:00,20.0
2318,19982.0,2018-07-17 18:20:00,15.0
2319,19983.0,2018-07-17 18:30:00,9.0
2320,19984.0,2018-07-17 18:40:00,19.0
2321,19985.0,2018-07-17 18:50:00,16.0
2322,19986.0,2018-07-17 19:00:00,24.0
2323,19987.0,2018-07-17 19:10:00,17.0
2324,19988.0,2018-07-17 19:20:00,17.0
2325,19989.0,2018-07-17 19:30:00,16.0
2326,19990.0,2018-07-17 19:40:00,18.0
2327,19991.0,2018-07-17 19:50:00,13.0
2328,19992.0,2018-07-17 20:00:00,13.0
2329,19993.0,2018-07-17 20:10:00,19.0
2330,19994.0,2018-07-17 20:20:00,14.0
2331,19995.0,2018-07-17 20:30:00,12.0
2332,19996.0,2018-07-17 20:40:00,13.0
2333,19997.0,2018-07-17 20:50:00,18.0
2334,19998.0,2018-07-17 21:00:00,11.0
2335,19999.0,2018-07-17 21:10:00,16.0
2336,20000.0,2018-07-17 21:20:00,13.0
2337,20001.0,2018-07-17 21:30:00,12.0
